都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,種別,住所,方書,緯度（１０進法表記）,経度（１０進法表記）,容量（ｍ3）,備考
252123,0000000017,滋賀県,高島市,防火水槽,高島市安曇川町田中びわこガーデンタウン,,35.33160833 ,135.99334722 ,40,公設（有蓋）
252123,0000000018,滋賀県,高島市,防火水槽,高島市安曇川町常磐木庄堺,,35.34487778 ,136.00936111 ,40,公設（有蓋）
252123,0000000019,滋賀県,高島市,防火水槽,高島市安曇川町常磐木十八川,,35.34113056 ,136.02092778 ,40,公設（有蓋）
252123,0000000020,滋賀県,高島市,防火水槽,高島市安曇川町常磐木十八川,,35.34333056 ,136.02073611 ,40,公設（有蓋）
252123,0000000021,滋賀県,高島市,防火水槽,高島市安曇川町三尾里北出,,35.32608056 ,136.01519444 ,51,公設（有蓋）
252123,0000000022,滋賀県,高島市,防火水槽,高島市安曇川町横江,,35.32030278 ,136.04187778 ,40,公設（有蓋）
252123,0000000023,滋賀県,高島市,防火水槽,高島市安曇川町北船木,,35.32556111 ,136.06888889 ,74,公設（有蓋）
252123,0000000024,滋賀県,高島市,防火水槽,高島市安曇川町北船木,,35.32643056 ,136.06965278 ,40,公設（有蓋）
252123,0000000025,滋賀県,高島市,防火水槽,高島市安曇川町南船木,,35.32088889 ,136.06641111 ,48,公設（有蓋）
252123,0000000026,滋賀県,高島市,防火水槽,高島市安曇川町横江浜,,35.30949444 ,136.04896944 ,40,公設（有蓋）
252123,0000000027,滋賀県,高島市,防火水槽,高島市安曇川町四津川藤江,,35.31751111 ,136.05254444 ,40,公設（有蓋）
252123,0000000028,滋賀県,高島市,防火水槽,高島市安曇川町四津川藤江,,35.31750000 ,136.05064444 ,66,公設（有蓋）
252123,0000000029,滋賀県,高島市,防火水槽,高島市安曇川町四津川藤江,,35.31627778 ,136.04905000 ,42,公設（有蓋）
252123,0000000030,滋賀県,高島市,防火水槽,高島市安曇川町中央四丁目,,35.32968889 ,136.01794167 ,42,公設（有蓋）
252123,0000000031,滋賀県,高島市,防火水槽,高島市 安曇川町末広三丁目,,35.32630278 ,136.02210000 ,40,公設（有蓋）
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
