都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,種別,住所,方書,緯度（１０進法表記）,経度（１０進法表記）,容量（ｍ3）,備考
252123,0000000018,滋賀県,高島市,防火水槽,高島市朽木柏上柏,,35.33661944 ,135.91889722 ,40,公設（有蓋）
252123,0000000019,滋賀県,高島市,防火水槽,高島市朽木柏下柏,,35.34530278 ,135.91427500 ,40,公設（有蓋）
252123,0000000020,滋賀県,高島市,防火水槽,高島市朽木野尻野尻,,35.35932222 ,135.92465000 ,40,公設（有蓋）
252123,0000000021,滋賀県,高島市,防火水槽,高島市朽木野尻野尻,,35.35582222 ,135.92114722 ,40,公設（有蓋）
252123,0000000022,滋賀県,高島市,防火水槽,高島市朽木野尻野尻,,35.35748889 ,135.92283056 ,40,公設（有蓋）
252123,0000000023,滋賀県,高島市,防火水槽,高島市朽木野尻野尻,,35.35916667 ,135.92658611 ,40,公設（有蓋）
252123,0000000024,滋賀県,高島市,防火水槽,高島市朽木野尻野尻上野,,35.35871111 ,135.92040000 ,40,公設（有蓋）
252123,0000000025,滋賀県,高島市,防火水槽,高島市朽木野尻野尻上野,,35.35684722 ,135.91973889 ,40,公設（無蓋）
252123,0000000026,滋賀県,高島市,防火水槽,高島市朽木古川,,35.33592222 ,135.90223889 ,40,公設（有蓋）
252123,0000000027,滋賀県,高島市,防火水槽,高島市朽木宮前坊坊村,,35.35011389 ,135.92123889 ,40,公設（有蓋）
252123,0000000028,滋賀県,高島市,防火水槽,高島市朽木宮前坊坊村,,35.34873889 ,135.92012222 ,40,公設（有蓋）
252123,0000000029,滋賀県,高島市,防火水槽,高島市朽木宮前坊坊村,,35.34958611 ,135.91995278 ,48,公設（無蓋）
252123,0000000030,滋賀県,高島市,防火水槽,高島市朽木宮前坊宮ノ前,,35.35057500 ,135.92459444 ,60,公設（有蓋）
252123,0000000031,滋賀県,高島市,防火水槽,高島市朽木宮前坊宮ノ前,,35.35031944 ,135.92542222 ,40,公設（無蓋）
252123,0000000032,滋賀県,高島市,防火水槽,高島市朽木宮前坊宮ノ前,,35.35163611 ,135.92761111 ,40,公設（無蓋）
252123,0000000033,滋賀県,高島市,防火水槽,高島市朽木村井西村井,,35.31605833 ,135.89450000 ,40,公設（有蓋）
252123,0000000034,滋賀県,高島市,防火水槽,高島市朽木村井東村井,,35.30866667 ,135.89261389 ,40,公設（有蓋）
252123,0000000035,滋賀県,高島市,防火水槽,高島市朽木生杉,,35.35688056 ,135.79089722 ,48,公設（有蓋）
252123,0000000036,滋賀県,高島市,防火水槽,高島市朽木生杉,,35.35793611 ,135.79456667 ,40,公設（有蓋）
252123,0000000037,滋賀県,高島市,防火水槽,高島市朽木生杉,,35.35790000 ,135.79878611 ,60,公設（有蓋）
252123,0000000038,滋賀県,高島市,防火水槽,高島市朽木小入谷,,35.36361389 ,135.79961944 ,40,公設（有蓋）
252123,0000000039,滋賀県,高島市,防火水槽,高島市朽木桑原,,35.32786389 ,135.81874722 ,40,公設（有蓋）
252123,0000000040,滋賀県,高島市,防火水槽,高島市朽木中牧,,35.35465000 ,135.80398333 ,41,公設（有蓋）
252123,0000000041,滋賀県,高島市,防火水槽,高島市朽木能家,,35.35059444 ,135.83018056 ,60,公設（有蓋）
252123,0000000042,滋賀県,高島市,防火水槽,高島市朽木能家,,35.34728611 ,135.83745000 ,43,公設（無蓋）
252123,0000000043,滋賀県,高島市,防火水槽,高島市朽木古屋,,35.34168056 ,135.80994722 ,42,公設（有蓋）
252123,0000000044,滋賀県,高島市,防火水槽,高島市朽木平良,,35.31071667 ,135.83114722 ,40,公設（有蓋）
252123,0000000045,滋賀県,高島市,防火水槽,高島市朽木小川,,35.29153889 ,135.84201667 ,48,公設（無蓋）
252123,0000000046,滋賀県,高島市,防火水槽,高島市朽木麻生上野,,35.37075556 ,135.90063056 ,42,公設（無蓋）
252123,0000000047,滋賀県,高島市,防火水槽,高島市朽木麻生上所,,35.37017500 ,135.89273889 ,41,公設（無蓋）
252123,0000000048,滋賀県,高島市,防火水槽,高島市朽木麻生上所,,35.37049444 ,135.89151944 ,41,公設（無蓋）
252123,0000000049,滋賀県,高島市,防火水槽,高島市朽木岩瀬下岩瀬,,35.34663056 ,135.91091389 ,48,公設（無蓋）
252123,0000000050,滋賀県,高島市,防火水槽,高島市朽木雲洞谷犬丸,,35.34417778 ,135.87266111 ,43,公設（無蓋）
252123,0000000051,滋賀県,高島市,防火水槽,高島市朽木雲洞谷上村,,35.33190556 ,135.86574444 ,40,公設（無蓋）
252123,0000000052,滋賀県,高島市,防火水槽,高島市朽木雲洞谷家一,,35.34828333 ,135.87369167 ,40,公設（有蓋）
252123,0000000053,滋賀県,高島市,防火水槽,高島市朽木大野,,35.32616111 ,135.90037778 ,48,公設（有蓋）
252123,0000000054,滋賀県,高島市,防火水槽,高島市朽木大野,,35.32091111 ,135.89738056 ,44,公設（無蓋）
252123,0000000055,滋賀県,高島市,防火水槽,高島市朽木地子原打明,,35.35769722 ,135.89987778 ,48,公設（無蓋）
252123,0000000056,滋賀県,高島市,防火水槽,高島市朽木地子原谷所,,35.35831389 ,135.88816389 ,40,公設（無蓋）
252123,0000000057,滋賀県,高島市,防火水槽,高島市朽木地子原谷所,,35.35726944 ,135.88941667 ,42,公設（有蓋）
252123,0000000058,滋賀県,高島市,防火水槽,高島市朽木栃生右渕,,35.28680278 ,135.88099722 ,48,公設（無蓋）
252123,0000000059,滋賀県,高島市,防火水槽,高島市朽木栃生野街道,,35.28987500 ,135.88545000 ,48,公設（無蓋）
252123,0000000060,滋賀県,高島市,防火水槽,高島市朽木栃生腰越,,35.29775833 ,135.88724167 ,45,公設（無蓋）
252123,0000000061,滋賀県,高島市,防火水槽,高島市朽木栃生畑,,35.29193611 ,135.88421389 ,48,公設（無蓋）
252123,0000000062,滋賀県,高島市,防火水槽,高島市朽木村井西村井,,35.31276389 ,135.89158889 ,48,公設（無蓋）
252123,0000000063,滋賀県,高島市,防火水槽,高島市朽木村井西村井,,35.31430000 ,135.89225833 ,48,公設（無蓋）
252123,0000000064,滋賀県,高島市,防火水槽,高島市朽木村井東村井,,35.31100833 ,135.89371944 ,41,公設（無蓋）
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
